"ERB_CASA";"QTDE_LNHA_POS";"QTDE_LNHA_CTRL";"QTDE_LNHA_PRE";"X";"Y";"ANOMES"
"GOCO7";157;924;473;-47,91978;-16,10243;202512
"GOPNE";390;892;832;-49,323164;-16,647008;202512
"GOATU";12;84;93;-52,09295;-18,518764;202512
"GOIND";96;683;687;-49,994069;-17,137447;202512
"GOAPY";303;71;28;-49,201319;-16,714261;202512
"GOLON";703;770;262;-49,2233;-16,71432;202512
"GOSMW";63;1007;1796;-50,173481;-13,275369;202512
"GOBGA";240;680;373;-49,326678;-16,698467;202512
"GOGGC";228;418;244;-49,192733;-16,7584;202512
"GOPEC";416;1221;764;-49,2538;-16,655644;202512
"GOSVD";192;1691;1060;-48,606139;-16,662917;202512
"GOPBN";94;863;1231;-48,276628;-15,219697;202512
"GOCZH";142;1527;1609;-48,821944;-15,801194;202512
"GORIT";7;14;12;-49,238167;-18,301572;202512
"GOCES";233;1863;1038;-49,595411;-15,297081;202512
"GOGVL";240;1152;865;-48,900772;-16,313114;202512
"GOGNJ";470;309;126;-49,228386;-16,652367;202512
"GO8YI";13;166;139;-48,287139;-15,71775;202512
"GO8XF";28;140;155;-49,33184;-15,74047;202512
"GORLO";917;1073;427;-50,952139;-17,807389;202512
"GOLEG";198;239;137;-49,2261;-16,6952;202512
"GOLDO";35;224;216;-47,9913;-16,161;202512
"GOCLL";459;920;448;-47,92735;-18,169419;202512
"GOMSG";219;531;432;-49,282722;-16,623444;202512
"GOABI";344;2889;2458;-48,709844;-16,195358;202512
"GOVBE";429;602;247;-49,29597;-16,71584;202512
"GOPLA";3;49;98;-49,030411;-14,836469;202512
"GOAGR";84;248;207;-49,32898;-16,77189;202512
"GOSLB";310;2374;1478;-50,356019;-16,518678;202512
"GOAEC";122;949;688;-50,381278;-17,398222;202512
"GOCAD";113;2105;1751;-46,9226;-15,8048;202512
"GOJIU";736;2010;1036;-51,717283;-17,883039;202512
"GOSRO";44;614;603;-47,229167;-15,100278;202512
"GOMUM";5;29;194;-48,164792;-14,548156;202512
"GOOZI";126;1552;1404;-48,276528;-17,031667;202512
"GOCRI";42;228;215;-48,711361;-17,217417;202512
"GORCD";61;655;658;-47,550972;-14,904417;202512
"GOSJD";210;2700;3896;-47,523306;-14,709194;202512
"GOPAS";46;183;164;-48,98719;-16,357;202512
"GOAID";37;110;149;-49,261139;-16,661917;202512
"GOVMD";357;607;426;-49,291147;-16,639608;202512
"GORGD";63;381;308;-49,214806;-16,8281;202512
"GOLJC";1;1;0;-49,28215;-16,672625;202512
"GOJPM";153;502;483;-49,268053;-16,659981;202512
"GOOZN";44;601;674;-48,408333;-17,01;202512
"GOABE";23;164;128;-49,331942;-16,789539;202512
"GO8BY";0;0;2;-50,356528;-16,5185;202512
"GOCJN";182;375;154;-48,943261;-16,311269;202512
"GOGSH";620;248;78;-49,272356;-16,708186;202512
"GOTPG";647;5210;3540;-47,608333;-15,459167;202512
"GOATM";78;333;331;-49,224214;-16,851036;202512
"GOLSE";498;1643;616;-47,948292;-16,241264;202512
"GOGLO";0;0;2;-49,275139;-16,69035;202512
"GOAPE";160;775;522;-48,958753;-16,281;202512
"GOFSM";20;220;237;-48,604556;-15,939611;202512
"GOGRA";1651;1812;949;-49,330339;-16,710219;202512
"GOAIN";181;791;641;-49,264912;-16,797229;202512
"GOCO5";117;912;555;-47,941487;-16,121541;202512
"GOSA3";26;244;173;-48,273208;-15,9597;202512
"GODAM";37;1432;2344;-46,174111;-14,558889;202512
"GORFO";342;1407;902;-49,337261;-16,7258;202512
"GORVI";714;699;362;-50,930331;-17,796022;202512
"GOICB";5;22;143;-50,114286;-15,423936;202512
"GOGBU";659;567;230;-49,281639;-16,693083;202512
"GOPAO";464;992;388;-49,308467;-16,734825;202512
"GO8QI";52;126;128;-49,494867;-16,357889;202512
"GOJID";162;1518;1045;-47,935639;-16,147089;202512
"GOFIC";196;1838;1633;-50,302761;-16,579461;202512
"GOINL";14;100;99;-49,993333;-18,490778;202512
"GOAVD";327;261;171;-49,184203;-16,603506;202512
"GOTRR";159;1355;1192;-49,425861;-16,642083;202512
"GOMNI";591;3801;2850;-52,53795;-17,544431;202512
"GOALH";1;4;4;-48,273731;-15,735558;202512
"GOJDU";348;2181;1773;-49,363203;-16,784097;202512
"GOIPI";311;553;434;-49,328392;-16,665214;202512
"GOIBP";110;371;211;-49,23175;-18,418389;202512
"GOVOL";99;500;409;-49,286706;-16,802839;202512
"GOCTA";853;1221;470;-47,947583;-18,170833;202512
"GOGNC";295;1327;1091;-49,108797;-15,337278;202512
"GOSDD";108;1637;2440;-46,316339;-13,405589;202512
"GOPFL";1612;1005;413;-49,239972;-16,700536;202512
"GOCAE";661;1010;535;-49,240028;-16,721086;202512
"GOIUM";537;1110;671;-49,492444;-16,3685;202512
"GOCTZ";252;784;366;-47,954947;-18,196158;202512
"GOGQQ";89;331;290;-49,35235;-16,6376;202512
"GOVDV";578;590;250;-49,269483;-16,727689;202512
"GOCTH";1782;3383;1601;-47,939339;-18,162108;202512
"GOIPG";169;2717;2713;-49,946869;-15,56245;202512
"GOSPL";506;460;353;-49,252481;-16,710964;202512
"GOABS";212;925;749;-49,319128;-16,78675;202512
"GOCQG";156;66;20;-49,249331;-16,697439;202512
"GOMIA";400;1362;765;-49,12375;-17,732694;202512
"GOGRT";130;639;703;-49,33894;-16,77423;202512
"GOVLY";642;1149;705;-49,314167;-16,696389;202512
"GOBVS";400;3943;2551;-48,945789;-16,964661;202512
"GOSHA";7;5;15;-49,278369;-16,630112;202512
"GOSAF";683;1462;802;-49,266651;-16,737631;202512
"GOBOT";385;656;342;-49,246369;-16,670608;202512
"GOGNB";123;529;352;-49,208981;-16,61494;202512
"GOFLY";810;459;169;-49,236225;-16,709181;202512
"GOGDG";31;770;1396;-46,480803;-13,9435;202512
"GOJUD";476;704;268;-48,942558;-16,332061;202512
"GOMAL";35;958;2306;-46,891;-13,258111;202512
"GOAAY";303;547;236;-48,917259;-16,318236;202512
"GOPGG";5;25;102;-49,033063;-13,116616;202512
"GOMDG";88;977;959;-49,366103;-16,820922;202512
"GOMAU";2;26;27;-50,74;-16,5439;202512
"GOAND";156;2161;2610;-46,491611;-14,480083;202512
"GOCDE";823;822;397;-49,300972;-16,751583;202512
"GO8PZ";25;124;149;-51,119806;-16,438583;202512
"GOETF";137;268;246;-49,254436;-16,66505;202512
"GOACA";205;769;611;-49,2176;-16,7371;202512
"GOGCO";76;503;784;-49,404219;-16,5373;202512
"GOGNA";619;570;320;-49,257194;-16,675564;202512
"GOGSN";165;803;562;-49,385369;-16,678319;202512
"GOMIN";264;1243;969;-52,546056;-17,580667;202512
"GOABG";233;1552;1220;-49,438972;-16,762306;202512
"GOSVV";202;396;280;-49,124651;-16,797939;202512
"GOUUN";70;764;839;-49,653883;-15,525911;202512
"GOJTN";541;2418;1081;-51,730308;-17,866619;202512
"GOUUT";303;1826;1449;-49,686911;-15,502344;202512
"GOGAM";39;252;196;-48,645861;-16,486917;202512
"GOMIQ";185;580;417;-49,106969;-17,7202;202512
"GOIBM";80;214;125;-49,21025;-18,379861;202512
"GOVL2";159;1236;839;-48,5205;-16,752781;202512
"GO8RF";4;23;24;-50,45375;-18,450028;202512
"GOCAV";145;1709;3911;-47,451389;-13,801556;202512
"GOCC2";0;0;0;-48,62554;-17,74069;202512
"GOSTZ";100;1415;2168;-49,701;-14,427194;202512
"GOIPC";202;2149;1931;-51,12125;-16,427278;202512
"GOJI3";144;1261;837;-47,956919;-16,1521;202512
"GO8RC";15;180;193;-50,453567;-18,458087;202512
"GOCJK";1235;2739;1182;-47,946733;-18,177764;202512
"GOANU";71;505;478;-49,953733;-16,452103;202512
"GOGMS";435;897;492;-49,256;-16,596306;202512
"GOSGG";77;1291;2317;-50,161569;-13,286833;202512
"GOJT2";313;1318;820;-51,710308;-17,88295;202512
"GOMNC";429;1312;861;-52,5564;-17,568736;202512
"GOJGT";649;570;240;-49,242806;-16,696972;202512
"GO8XW";1;2;1;-48,269667;-15,947972;202512
"GO8QD";0;0;2;-48,292444;-15,934472;202512
"GO10C";8;73;172;-49,656667;-14,267778;202512
"GOCUM";51;867;631;-48,539967;-18,158397;202512
"GO60F";15;98;98;-49,489361;-16,638333;202512
"GOBEL";499;1468;1099;-49,331081;-16,68655;202512
"GOSVL";68;425;445;-49,363;-16,629111;202512
"GOSTC";768;702;285;-49,280242;-16,685778;202512
"GOGNH";229;227;160;-49,3097;-16,72735;202512
"GOJVA";235;1292;983;-49,619372;-17,805931;202512
"GOMOR";104;284;162;-49,221194;-16,661806;202512
"GOTSA";405;1243;928;-49,487447;-16,638836;202512
"GOMCI";5;40;65;-50,013296;-17,965003;202512
"GOCLD";35;275;329;-49,77;-16,56553;202512
"GOITJ";29;361;328;-51,525833;-19,041667;202512
"GOCPU";533;887;782;-49,332739;-16,655861;202512
"GOJPR";319;1738;929;-51,717072;-17,898022;202512
"GOMMM";318;2126;2032;-52,539719;-17,537889;202512
"GORPJ";21;54;90;-48,80525;-17,422194;202512
"GOBAD";137;1312;1360;-48,918111;-14,971669;202512
"GOAMR";153;575;417;-49,29205;-16,7581;202512
"GOMAO";77;444;435;-49,176972;-14,01175;202512
"GOFMN";278;1505;880;-47,331917;-15,557056;202512
"GOAPN";161;1165;1026;-49,312687;-16,80164;202512
"GOIBT";27;189;122;-49,257528;-18,409444;202512
"GOJUS";87;476;769;-50,859722;-15,868333;202512
"GORRP";305;763;640;-49,307381;-16,6279;202512
"GOFMC";686;4977;3500;-47,330306;-15,526972;202512
"GORB9";2;42;98;-49,808577;-15,44702;202512
"GOCEZ";72;515;498;-49,772197;-16,974856;202512
"GOGUO";5;75;121;-49,70478;-14,7333;202512
"GOVVE";1202;1532;745;-50,94285;-17,790931;202512
"GOJAM";574;376;153;-49,279383;-16,706917;202512
"GOT91";35;263;360;-51,111389;-16,444722;202512
"GO1F3";5;16;41;-49,25662;-16,65971;202512
"GOJUC";50;257;174;-51,627762;-17,69968;202512
"GOPAV";546;573;199;-49,271658;-16,671161;202512
"GOCBI";46;142;74;-52,606053;-18,469675;202512
"GO8XG";25;235;333;-49,394483;-16,5629;202512
"GOAJA";38;387;383;-49,344411;-16,808164;202512
"GOJVI";308;507;228;-51,725389;-17,884111;202512
"GOPGE";192;2839;2532;-49,927278;-16,815278;202512
"GOSJB";100;851;732;-49,782806;-16,631528;202512
"GOPIC";205;3091;2862;-51,814167;-16,434453;202512
"GODIV";60;1183;1560;-46,396944;-13,291583;202512
"GOA16";178;1332;933;-48,296549;-15,727898;202512
"GOFNO";11;120;187;-50,301539;-16,676461;202512
"GOLZT";320;1993;944;-47,932528;-16,260611;202512
"GOERA";694;1388;1082;-49,27914;-16,75315;202512
"GOSJO";155;758;550;-48,960639;-16,382167;202512
"GOARU";506;605;309;-49,212778;-16,695422;202512
"GOA17";53;439;341;-48,273738;-15,714425;202512
"GOIPU";0;11;26;-49,37323;-16,790244;202512
"GORB7";9;100;86;-49,59561;-15,390306;202512
"GOFAP";4;155;179;-47,27802;-15,23767;202512
"GOIUO";13;207;297;-49,735678;-16,20892;202512
"GOFDO";371;3569;2557;-47,309664;-15,533844;202512
"GOLDA";96;958;774;-47,9615;-16,1709;202512
"GO8XU";65;258;140;-47,987056;-16,07225;202512
"GOABC";365;4188;3277;-47,818222;-16,056056;202512
"GO8BW";20;131;105;-50,37739;-16,527078;202512
"GORBQ";377;1121;890;-49,303222;-16,605047;202512
"GONPL";81;1284;1346;-49,509972;-13,23975;202512
"GORVM";937;1149;511;-50,948331;-17,796592;202512
"GO8XP";124;451;384;-47,610278;-16,771556;202512
"GOGGM";57;255;180;-48,086028;-18,129639;202512
"GOGNN";162;1222;1290;-49,136581;-15,308961;202512
"GOVNN";112;281;173;-49,246917;-16,660611;202512
"GO8QF";23;142;73;-48,256889;-15,753694;202512
"GOSLI";17;67;72;-51,66465;-17,77429;202512
"GOLES";542;1078;566;-49,241133;-16,665833;202512
"GOCTL";1254;5687;2682;-47,949933;-18,155767;202512
"GOOZC";281;2791;2332;-48,307028;-17,035444;202512
"GOJA1";268;341;165;-49,290289;-16,709203;202512
"GODS5";333;755;356;-49,234747;-16,670296;202512
"GO8PX";11;113;87;-48,2585;-15,944306;202512
"GO8XX";0;2;2;-49,794784;-16,007098;202512
"GOGNT";238;841;474;-49,130331;-15,332167;202512
"GO8YB";18;69;47;-47,344;-15,540189;202512
"GOSSM";191;1593;1275;-50,549031;-18,995533;202512
"GONGD";74;685;412;-48,035706;-16,077689;202512
"GO8XZ";9;49;44;-48,014139;-16,057694;202512
"GOBJG";50;514;460;-52,180889;-16,175528;202512
"GOARK";71;218;171;-49,327975;-16,780172;202512
"GOFCV";158;424;259;-49,319056;-16,743194;202512
"GOPPV";635;1702;1068;-49,252286;-16,762594;202512
"GOBBD";12;140;182;-49,40865;-16,3495;202512
"GONVG";84;1325;1365;-49,564889;-15,174083;202512
"GOVNO";128;979;680;-47,963039;-16,13483;202512
"GONJB";55;487;288;-48,055175;-16,0547;202512
"GOGND";158;656;511;-49,118;-15,319694;202512
"GOHID";5;21;30;-49,463361;-14,7252;202512
"GOAJP";119;317;231;-48,919822;-16,349419;202512
"GOACD";211;1304;871;-50,374678;-17,396978;202512
"GONNO";1;108;187;-49,497639;-15,065042;202512
"GOCCL";37;417;381;-50,916278;-18,69325;202512
"GOCPS";392;668;503;-49,282544;-16,673175;202512
"GOGAR";766;366;118;-49,252917;-16,701783;202512
"GOVPP";11;203;466;-48,884;-15,459139;202512
"GOSAE";26;202;185;-50,312639;-16,202222;202512
"GOT63";293;391;239;-49,286047;-16,714872;202512
"GO60B";8;61;83;-49,399194;-16,6295;202512
"GORVP";504;1489;993;-50,919075;-17,781269;202512
"GO8XD";0;2;3;-49,404222;-16,537233;202512
"GOVPZ";587;1509;562;-47,983275;-16,078436;202512
"GOITY";31;139;94;-48,97355;-16,30348;202512
"GO8RG";0;2;9;-49,794806;-16,035361;202512
"GONPA";202;1013;792;-49,220561;-16,408747;202512
"GOPOW";6;60;79;-49,57498;-14,76655;202512
"GOCMQ";186;372;190;-48,638279;-17,7059;202512
"GOVBO";451;1158;736;-49,318114;-16,727978;202512
"GO8YA";4;66;52;-48,288917;-15,729028;202512
"GOVSJ";66;302;542;-47,836553;-14,179994;202512
"GOGCJ";573;869;374;-49,297753;-16,685308;202512
"GOPSR";397;1971;1806;-49,374861;-16,724778;202512
"GOGRR";25;598;1361;-46,455167;-14,296361;202512
"GOCBD";106;1492;2302;-46,781333;-13,029306;202512
"GOVLS";390;3064;2426;-48,513594;-16,744233;202512
"GOMSJ";662;2448;1740;-52,565222;-17,569333;202512
"GO8RA";6;61;104;-51,121242;-16,427619;202512
"GO60G";1;19;83;-49,391389;-16,616278;202512
"GOVON";439;1657;708;-47,967694;-16,087519;202512
"GOLZC";839;3536;1240;-47,956969;-16,251928;202512
"GO8BC";27;155;124;-49,806472;-16,02025;202512
"GODSC";185;183;63;-49,1476;-16,7252;202512
"GOPRI";159;363;181;-48,9636;-16,3577;202512
"GOMVU";253;1400;1186;-51,161667;-17,470556;202512
"GOJAY";141;833;684;-48,972114;-16,289078;202512
"GOLZA";26;465;790;-50,574917;-13,219139;202512
"GOARI";166;632;459;-49,25071;-16,83711;202512
"GOIET";436;4230;3180;-49,794806;-16,035361;202512
"GOARA";198;1090;914;-49,449908;-16,912392;202512
"GOCDM";429;851;343;-47,910369;-18,160919;202512
"GOARG";131;208;117;-49,253794;-16,672031;202512
"GOPSO";584;182;49;-49,184722;-16,713333;202512
"GOJTD";979;1780;785;-51,734022;-17,8879;202512
"GOASA";150;584;348;-48,897117;-16,34527;202512
"GOFOZ";390;1111;836;-47,335472;-15,565361;202512
"GOFRO";185;556;416;-49,261492;-16,642958;202512
"GOESL";370;1243;865;-49,29755;-16,764017;202512
"GOCEA";430;2912;1589;-48,001547;-16,053514;202512
"GODQT";65;78;23;-49,247583;-16,685333;202512
"GOSCV";78;440;397;-48,318333;-16,121389;202512
"GOMID";381;1033;622;-49,113222;-17,731611;202512
"GOBVI";119;619;541;-49,40458;-16,7237;202512
"GOGAD";74;410;293;-49,263917;-16,813694;202512
"GOJAN";516;1873;1002;-51,724083;-17,875142;202512
"GOUCZ";10;70;92;-49,567555;-15,616922;202512
"GOCTE";431;1476;710;-47,931239;-18,1547;202512
"GOSCQ";212;1248;1038;-49,092681;-16,705075;202512
"GOSLC";31;227;173;-52,622014;-18,671097;202512
"GOORI";8;11;2;-49,2697;-16,6969;202512
"GOURT";130;973;782;-49,158603;-14,522897;202512
"GOTCD";302;731;522;-49,484381;-16,667569;202512
"GOFRT";602;1347;642;-47,338444;-15,546861;202512
"GONQQ";136;1559;2161;-48,427425;-14,458339;202512
"GORBS";15;9;9;-50,944119;-17,818572;202512
"GOAEU";261;2523;2359;-50,364664;-17,396028;202512
"GOSHC";3;4;9;-49,313981;-16,682542;202512
"GOFLI";10;7;11;-49,236225;-16,709181;202512
"GOTCN";996;658;212;-49,264711;-16,710481;202512
"GOSPA";83;464;459;-49,126;-16,65679;202512
"GOSAC";53;252;200;-50,635111;-17,558639;202512
"GOMND";220;2082;1849;-52,555964;-17,588261;202512
"GONNC";5;37;79;-49,421828;-15,060439;202512
"GOPVC";12;61;95;-48,984864;-15,873957;202512
"GOADV";294;370;191;-49,192964;-16,618161;202512
"GOBRA";3;33;29;-50,40274;-16,39159;202512
"GOILB";12;57;37;-49,293333;-18,393889;202512
"GOCDA";0;0;1;-48,955761;-16,331661;202512
"GOJKA";489;1442;815;-48,938414;-16,345375;202512
"GOA18";34;214;153;-48,308897;-15,762719;202512
"GOLGR";683;291;101;-49,273367;-16,685122;202512
"GOIBB";54;264;143;-49,200528;-18,391556;202512
"GO8RE";9;115;138;-48,309111;-15,943722;202512
"GOFMS";339;1382;793;-47,326;-15,553278;202512
"GOIJL";45;206;79;-49,24595;-18,41691;202512
"GOGRC";91;842;905;-49,38532;-16,77898;202512
"GOGBR";645;683;475;-49,221139;-16,698181;202512
"GOGTB";51;216;101;-49,284631;-18,041944;202512
"GOJDG";772;406;223;-49,2425;-16,702667;202512
"GONVC";148;1563;1080;-49,316072;-16,374047;202512
"GO8RD";24;165;129;-47,313444;-15,544222;202512
"GOCQZ";150;79;15;-49,247597;-16,692539;202512
"GOSTO";788;459;166;-49,267833;-16,679778;202512
"GOAVG";65;590;562;-49,28205;-16,84015;202512
"GORIU";239;851;657;-49,500453;-16,384736;202512
"GOAVT";217;143;59;-49,26055;-16,677094;202512
"GOSLD";174;1248;713;-50,371833;-16,518694;202512
"GOFNM";3;27;48;-50,767972;-16,19775;202512
"GOTRA";702;1050;737;-49,251;-16,717867;202512
"GO8QH";9;98;92;-48,285174;-15,73254;202512
"GORRE";19;18;15;-48,75323;-17,77831;202512
"GO1S4";290;188;63;-49,266881;-16,717431;202512
